"","�..OID_","sit_d","trns_","date","crw_n","year","pnt_n","crd_q","wtr__","bttm_","sbst_","org__","unvg_","ttl__","stn__","dtrt_","varbl","Hyd__","Phrgmts_st","Phrgmts__1","Typh_n","Typh_g","Typh_l","Typ__","typh_","st_nm","conty","crw_c","obsrv","qa_dn","qr_fl","berng","wdth_md","wdth_mr","wdth_s","cmmnt","NEAR_FID","NEAR_DIST","MeanFetch","SD_Fetch","MeanREI","SD_REI","UTM_X","UTM_Y","EFB_cover","typ_cover","hyd_bin"
"2803",2802,718,1,"7/20/2020","CMU",2020,4,"Confirmed",72,"V","Sand",7,90,10,0.5,70,"percent_cover",0,0,0,0,0.5,0,0,0.5,"Loon Point Area Wetland","Mackinac","A. Kneisel","O. Anderson",1,0,195,7,160,0,"T.1: Narrow meadow, submergent too deep to sample, T.2: Between points 7 and 8 there is a substantial patch of typha, T.3: Pt. 11 rake didn't touch bottom",146,2123.12730823,539.956970215,77.5363007,2780.2199707,395.9549866,706435.393640288,5096794.63997447,0,0.005,0
"2804",2803,718,1,"7/20/2020","CMU",2020,5,"Confirmed",77,"NV","Sand",7,89,11,4,80,"percent_cover",0,0,0,0,7,0,0,7,"Loon Point Area Wetland","Mackinac","A. Kneisel","O. Anderson",1,0,195,7,160,0,"T.1: Narrow meadow, submergent too deep to sample, T.2: Between points 7 and 8 there is a substantial patch of typha, T.3: Pt. 11 rake didn't touch bottom",146,2127.66796832,539.956970215,77.5363007,2780.2199707,395.9549866,706439.804604759,5096792.56314731,0,0.07,0
"2805",2804,718,1,"7/5/2015","CMU",2015,9,"Excellent",56,"V","Cly/Slt",0,72,28,0,20,"percent_cover",0,0,1,0,0,0,0,0,"Loon Point Area Wetland","Mackinac","D. Albert","W. vanWijnen",1,0,194,14.4,73,5,"Transect 1: Submergent was likely result of boat traffic. Dead S.Acutus rhizomes and abundant boat traffic, rough water., Transect 2: Submergent maintained by boat traffic-deep, unstable, not natural., Transect 3: Dense S.acutus wrack at point 6. Utricul",146,2151.19263494,626.994018555,79.1348038,3252.5900879,410.0660095,706457.503971062,5096722.41534749,0,0,0
"2806",2805,718,2,"7/20/2020","CMU",2020,8,"Confirmed",146,"V","Cly/Slt",16,98,2,0,100,"percent_cover",0,0,0,0,1,0,0,1,"Loon Point Area Wetland","Mackinac","A. Kneisel","O. Anderson",1,0,88,0,90,36,"T.1: Narrow meadow, submergent too deep to sample, T.2: Between points 7 and 8 there is a substantial patch of typha, T.3: Pt. 11 rake didn't touch bottom",146,2211.78809531,376.538757324,77.6014023,2039.4000244,489.7369995,706528.251644749,5096885.39755394,0,0.01,0
"2807",2806,718,2,"7/5/2015","CMU",2015,5,"Excellent",59,"V","Cly/Slt",2,50,50,0,100,"percent_cover",0,0,0,5,0,0,0,5,"Loon Point Area Wetland","Mackinac","D. Albert","W. vanWijnen",1,0,79,43,47,0,"Transect 1: Submergent was likely result of boat traffic. Dead S.Acutus rhizomes and abundant boat traffic, rough water., Transect 2: Submergent maintained by boat traffic-deep, unstable, not natural., Transect 3: Dense S.acutus wrack at point 6. Utricul",146,2205.30435948,370.376251221,76.9123001,1965.9599609,465.4769897,706519.692236474,5096828.49603539,0,0.05,0
"2808",2807,718,2,"7/5/2015","CMU",2015,6,"Excellent",70,"V","Cly/Slt",5,27,73,5,100,"percent_cover",0,0,0,60,0,0,0,60,"Loon Point Area Wetland","Mackinac","D. Albert","W. vanWijnen",1,0,79,43,47,0,"Transect 1: Submergent was likely result of boat traffic. Dead S.Acutus rhizomes and abundant boat traffic, rough water., Transect 2: Submergent maintained by boat traffic-deep, unstable, not natural., Transect 3: Dense S.acutus wrack at point 6. Utricul",146,2211.32141566,426.57699585,70.8928986,2288.1201172,428.269989,706525.776336626,5096829.70091833,0,0.6,0
"2809",2808,718,2,"7/5/2015","CMU",2015,7,"Excellent",73,"V","Cly/Slt",5,15,85,8,100,"percent_cover",0,0,0,30,0,0,0,30,"Loon Point Area Wetland","Mackinac","D. Albert","W. vanWijnen",1,0,79,43,47,0,"Transect 1: Submergent was likely result of boat traffic. Dead S.Acutus rhizomes and abundant boat traffic, rough water., Transect 2: Submergent maintained by boat traffic-deep, unstable, not natural., Transect 3: Dense S.acutus wrack at point 6. Utricul",146,2218.38406275,426.57699585,70.8928986,2288.1201172,428.269989,706532.838082469,5096829.49260687,0,0.3,0
"2810",2809,718,2,"7/5/2015","CMU",2015,8,"Excellent",85,"V","Cly/Slt",3,52,48,5,100,"percent_cover",0,0,0,2,10,0,0,12,"Loon Point Area Wetland","Mackinac","D. Albert","W. vanWijnen",1,0,79,43,47,0,"Transect 1: Submergent was likely result of boat traffic. Dead S.Acutus rhizomes and abundant boat traffic, rough water., Transect 2: Submergent maintained by boat traffic-deep, unstable, not natural., Transect 3: Dense S.acutus wrack at point 6. Utricul",146,2228.53582867,426.57699585,70.8928986,2288.1201172,428.269989,706543.088939668,5096831.28202447,0,0.12,0
"2811",2810,736,1,"7/24/2013","CMU",2013,9,"Excellent",0.5,"V","Sand",0,0,90,5,40,"percent_cover",0,0,0,0.5,0.5,0,0,1,"Duck Island Area Wetland","Chippewa","E. Tuttle","C. Erickson",1,0,44,12,33,40,"T2: start point shifted up to oncroaching Alnus rugosa stand; many baby frogs. T3: in plots of 8,9,10, and 11 the organic depth is 100+.",10,3292.77729062,138.68800354,15.2893,750.7260132,118.8820038,743164.476197682,5096889.54897076,0,0.01,0
"2812",2811,736,2,"8/2/2018","CMU",2018,6,"Very Good",80,"NV","Sand",80,35,65,4,90,"percent_cover",0,0,0,45,0,0,0,45,"Duck Island Area Wetland","Chippewa","J. Micheaux","M. Kendziorski",1,0,185,46,38,10,"Transect 1: No submergent zone present, narrow sampling procedure used in wet meadow. Tamarack tree covering 75% but roots not in quadrate - counted in plot 1 DALBERT. Transect 2: Narrow sampling procedure used for submergent zone. Transect 3: No submerg",10,3334.40685402,203.653991699,28.4811001,1098.8000488,171.5330048,743417.786335274,5097931.72529794,0,0.45,0
"2813",2812,736,2,"8/2/2018","CMU",2018,9,"Very Good",105,"V","Sand",60,10,90,1,35,"percent_cover",0,0,0,12,0,0,0,12,"Duck Island Area Wetland","Chippewa","J. Micheaux","M. Kendziorski",1,0,185,46,38,10,"Transect 1: No submergent zone present, narrow sampling procedure used in wet meadow. Tamarack tree covering 75% but roots not in quadrate - counted in plot 1 DALBERT. Transect 2: Narrow sampling procedure used for submergent zone. Transect 3: No submerg",10,3335.05133203,203.653991699,28.4811001,1098.8000488,171.5330048,743418.111056741,5097923.50382086,0,0.12,0
"2814",2813,736,2,"8/2/2018","CMU",2018,10,"Very Good",105,"V","Sand",70,19,81,2,75,"percent_cover",0,0,0,8,0,0,0,8,"Duck Island Area Wetland","Chippewa","J. Micheaux","M. Kendziorski",1,0,185,46,38,10,"Transect 1: No submergent zone present, narrow sampling procedure used in wet meadow. Tamarack tree covering 75% but roots not in quadrate - counted in plot 1 DALBERT. Transect 2: Narrow sampling procedure used for submergent zone. Transect 3: No submerg",10,3336.49302474,203.653991699,28.4811001,1098.8000488,171.5330048,743419.33279608,5097918.09963208,0,0.08,0
"2815",2814,760,2,"6/23/2014","CMU",2014,6,"Excellent",15,"V","Sand",1,82,18,45,95,"percent_cover",0,15,0,0,0,0,0,0,"East Saginaw Bay Coastal Wetland #10","Huron","E. Tuttle","A. Baier",1,0,170,0,70,25,"Trans 1: No submergent zone - emergent continues across bay. Phragmites meadow not sampled - pending storm.  Trans 2: No meadow, just treated Phragmites emergent.  GPS malfunction.  Trans 3: Treated invasive Phragmites. Bioslime [algae] covers rock in su",117,2802.5772602,1201.40197754,82.8667984,5784.0297852,319.4719849,785063.44725579,4857078.43310904,0,0,0
"2816",2815,760,2,"6/23/2014","CMU",2014,7,"Excellent",20,"V","Sand",1,85,15,15,100,"percent_cover",0,10,0,0,0,0,0,0,"East Saginaw Bay Coastal Wetland #10","Huron","E. Tuttle","A. Baier",1,0,170,0,70,25,"Trans 1: No submergent zone - emergent continues across bay. Phragmites meadow not sampled - pending storm.  Trans 2: No meadow, just treated Phragmites emergent.  GPS malfunction.  Trans 3: Treated invasive Phragmites. Bioslime [algae] covers rock in su",117,2796.74938296,1201.40197754,82.8667984,5784.0297852,319.4719849,785065.87668935,4857070.6365907,0,0,0
"2817",2816,760,2,"6/23/2014","CMU",2014,8,"Excellent",20,"V","Sand",1,88,12,60,100,"percent_cover",0,12,0,0,0,0,0,0,"East Saginaw Bay Coastal Wetland #10","Huron","E. Tuttle","A. Baier",1,0,170,0,70,25,"Trans 1: No submergent zone - emergent continues across bay. Phragmites meadow not sampled - pending storm.  Trans 2: No meadow, just treated Phragmites emergent.  GPS malfunction.  Trans 3: Treated invasive Phragmites. Bioslime [algae] covers rock in su",117,2785.33955517,1201.40197754,82.8667984,5784.0297852,319.4719849,785069.524833093,4857053.21120164,0,0,0
"2818",2817,760,2,"6/30/2013","CMU",2013,1,"Excellent",5,"NV","Sand",10,0,75,65,100,"percent_cover",0,55,0,0,0,0,0,0,"East Saginaw Bay Coastal Wetland #10","Huron","E. Tuttle","C. Erickson",1,0,118,180,35,30,"T1: Phragmites estimated for meadow, access made impossible by deep organic and thick emergent vegetation= no canoe; meadow and submergent widths based on google earth image (DAA); start point used was beginning of emergent; swift current, deep water & s",117,2775.8711516,1305.97241211,69.3330002,6321.2402344,355.1430054,785031.08730923,4856956.32198784,0,0,0
"2819",2818,760,2,"6/30/2013","CMU",2013,2,"Excellent",7,"NV","Sand",10,0,50,70,100,"percent_cover",0,30,0,10,0,0,0,10,"East Saginaw Bay Coastal Wetland #10","Huron","E. Tuttle","C. Erickson",1,0,118,180,35,30,"T1: Phragmites estimated for meadow, access made impossible by deep organic and thick emergent vegetation= no canoe; meadow and submergent widths based on google earth image (DAA); start point used was beginning of emergent; swift current, deep water & s",117,2757.92874808,1305.97241211,69.3330002,6321.2402344,355.1430054,785048.472564341,4856951.0339163,0,0.1,0
"2820",2819,760,2,"6/30/2013","CMU",2013,3,"Excellent",7,"NV","Sand",5,0,65,80,95,"percent_cover",0,65,0,7,0,0,0,7,"East Saginaw Bay Coastal Wetland #10","Huron","E. Tuttle","C. Erickson",1,0,118,180,35,30,"T1: Phragmites estimated for meadow, access made impossible by deep organic and thick emergent vegetation= no canoe; meadow and submergent widths based on google earth image (DAA); start point used was beginning of emergent; swift current, deep water & s",117,2741.56078747,1313.50317383,68.5355988,6360.2797852,369.3380127,785063.243038324,4856943.95793448,0,0.07,0
"2821",2820,760,2,"6/30/2013","CMU",2013,4,"Excellent",9,"NV","Sand",4,0,65,75,100,"percent_cover",0,70,0,6,0,0,0,6,"East Saginaw Bay Coastal Wetland #10","Huron","E. Tuttle","C. Erickson",1,0,118,180,35,30,"T1: Phragmites estimated for meadow, access made impossible by deep organic and thick emergent vegetation= no canoe; meadow and submergent widths based on google earth image (DAA); start point used was beginning of emergent; swift current, deep water & s",117,2726.92534893,1313.50317383,68.5355988,6360.2797852,369.3380127,785075.384396499,4856935.42835492,0,0.06,0
"2822",2821,760,2,"6/30/2013","CMU",2013,5,"Excellent",12,"NV","Sand",5,0,55,70,100,"percent_cover",0,70,0,0,0,0,0,0,"East Saginaw Bay Coastal Wetland #10","Huron","E. Tuttle","C. Erickson",1,0,118,180,35,30,"T1: Phragmites estimated for meadow, access made impossible by deep organic and thick emergent vegetation= no canoe; meadow and submergent widths based on google earth image (DAA); start point used was beginning of emergent; swift current, deep water & s",117,2707.324101,1313.50317383,68.5355988,6360.2797852,369.3380127,785094.156078962,4856929.19389654,0,0,0
"2823",2822,760,2,"6/30/2013","CMU",2013,6,"Excellent",17,"NV","Sand",12,0,35,2,100,"percent_cover",0,5,0,0,0,0,0,0,"East Saginaw Bay Coastal Wetland #10","Huron","E. Tuttle","C. Erickson",1,0,118,180,35,30,"T1: Phragmites estimated for meadow, access made impossible by deep organic and thick emergent vegetation= no canoe; meadow and submergent widths based on google earth image (DAA); start point used was beginning of emergent; swift current, deep water & s",117,2672.41703994,1339.95654297,68.2713013,6508.5200195,385.7200012,785122.951795168,4856908.50491109,0,0,0
"2824",2823,760,3,"6/23/2014","CMU",2014,1,"Excellent",0,"Dry","Sand",30,95,5,50,100,"percent_cover",0,5,0,0,0,0,0,0,"East Saginaw Bay Coastal Wetland #10","Huron","E. Tuttle","A. Baier",1,0,301,320,360,25,"Trans 1: No submergent zone - emergent continues across bay. Phragmites meadow not sampled - pending storm.  Trans 2: No meadow, just treated Phragmites emergent.  GPS malfunction.  Trans 3: Treated invasive Phragmites. Bioslime [algae] covers rock in su",117,3757.82218328,8995.21875,595.0189819,61926,7217.0698242,785027.768283608,4858552.88771647,0,0,0
"2825",2824,760,3,"6/23/2014","CMU",2014,2,"Excellent",3,"V","Sand",30,93,7,40,100,"percent_cover",0,7,0,0,0,0,0,0,"East Saginaw Bay Coastal Wetland #10","Huron","E. Tuttle","A. Baier",1,0,301,320,360,25,"Trans 1: No submergent zone - emergent continues across bay. Phragmites meadow not sampled - pending storm.  Trans 2: No meadow, just treated Phragmites emergent.  GPS malfunction.  Trans 3: Treated invasive Phragmites. Bioslime [algae] covers rock in su",117,3757.87314004,8995.21875,595.0189819,61926,7217.0698242,785027.687867863,4858552.88426711,0,0,0
"2826",2825,760,3,"6/23/2014","CMU",2014,3,"Excellent",0,"Dry","Sand",30,95,5,65,97,"percent_cover",0,3,0,0,0,0,0,0,"East Saginaw Bay Coastal Wetland #10","Huron","E. Tuttle","A. Baier",1,0,301,320,360,25,"Trans 1: No submergent zone - emergent continues across bay. Phragmites meadow not sampled - pending storm.  Trans 2: No meadow, just treated Phragmites emergent.  GPS malfunction.  Trans 3: Treated invasive Phragmites. Bioslime [algae] covers rock in su",117,3818.0516707,10106.0546875,652.9290161,67407.796875,7197.7998047,784958.178695604,4858571.2683844,0,0,0
"2827",2826,760,3,"6/23/2014","CMU",2014,4,"Excellent",0,"Dry","Sand",2,85,15,25,45,"percent_cover",0,2,0,0,0,0,0,0,"East Saginaw Bay Coastal Wetland #10","Huron","E. Tuttle","A. Baier",1,0,301,320,360,25,"Trans 1: No submergent zone - emergent continues across bay. Phragmites meadow not sampled - pending storm.  Trans 2: No meadow, just treated Phragmites emergent.  GPS malfunction.  Trans 3: Treated invasive Phragmites. Bioslime [algae] covers rock in su",117,3888.01898742,10106.0546875,652.9290161,67407.796875,7197.7998047,784901.936150339,4858614.70303948,0,0,0
"2828",2827,760,3,"6/23/2014","CMU",2014,5,"Excellent",3,"V","Sand",1,75,25,3,20,"percent_cover",0,1,0,0,0,0,0,0,"East Saginaw Bay Coastal Wetland #10","Huron","E. Tuttle","A. Baier",1,0,301,320,360,25,"Trans 1: No submergent zone - emergent continues across bay. Phragmites meadow not sampled - pending storm.  Trans 2: No meadow, just treated Phragmites emergent.  GPS malfunction.  Trans 3: Treated invasive Phragmites. Bioslime [algae] covers rock in su",117,3956.24638879,10804.5800781,561.6300049,70125.3984375,6588.5600586,784849.20400423,4858658.95625682,0,0,0
"2829",2828,760,3,"6/23/2014","CMU",2014,7,"Excellent",47,"V","Sand",0,95,5,2,2,"percent_cover",0,5,0,0,0,0,0,0,"East Saginaw Bay Coastal Wetland #10","Huron","E. Tuttle","A. Baier",1,0,301,320,360,25,"Trans 1: No submergent zone - emergent continues across bay. Phragmites meadow not sampled - pending storm.  Trans 2: No meadow, just treated Phragmites emergent.  GPS malfunction.  Trans 3: Treated invasive Phragmites. Bioslime [algae] covers rock in su",117,4064.91394675,11485.4765625,471.993988,74319.6015625,6292.9399414,784717.600116078,4858684.47349009,0,0,0
"2830",2829,760,3,"6/23/2014","CMU",2014,9,"Excellent",54,"V","Sand",1,90,10,1,4,"percent_cover",0,7,0,0,0,0,0,0,"East Saginaw Bay Coastal Wetland #10","Huron","E. Tuttle","A. Baier",1,0,301,320,360,25,"Trans 1: No submergent zone - emergent continues across bay. Phragmites meadow not sampled - pending storm.  Trans 2: No meadow, just treated Phragmites emergent.  GPS malfunction.  Trans 3: Treated invasive Phragmites. Bioslime [algae] covers rock in su",117,4197.30241718,17629.5800781,1305.1899414,115788,14621.9003906,784555.657294333,4858711.14197858,0,0,0
"2831",2830,760,3,"6/23/2014","CMU",2014,10,"Excellent",60,"V","Sand",0,84,16,3,20,"percent_cover",0,16,0,0,0,0,0,0,"East Saginaw Bay Coastal Wetland #10","Huron","E. Tuttle","A. Baier",1,0,301,320,360,25,"Trans 1: No submergent zone - emergent continues across bay. Phragmites meadow not sampled - pending storm.  Trans 2: No meadow, just treated Phragmites emergent.  GPS malfunction.  Trans 3: Treated invasive Phragmites. Bioslime [algae] covers rock in su",117,4308.55838745,18412.4765625,1132.9899902,119913,13450.4003906,784424.477132446,4858736.23783795,0,0,0
"2832",2831,760,3,"6/30/2013","CMU",2013,1,"Excellent",0,"Dry","Sand",2,0,100,10,35,"percent_cover",0,7,0,0,0,0,0,0,"East Saginaw Bay Coastal Wetland #10","Huron","E. Tuttle","C. Erickson",1,0,301,330,90,85,"T1: Phragmites estimated for meadow, access made impossible by deep organic and thick emergent vegetation= no canoe; meadow and submergent widths based on google earth image (DAA); start point used was beginning of emergent; swift current, deep water & s",117,3822.46194298,10106.0546875,652.9290161,67407.796875,7197.7998047,784955.9164169,4858575.1773611,0,0,0
"2833",2832,760,3,"6/30/2013","CMU",2013,2,"Excellent",0,"Dry","Sand",0.5,15,40,20,30,"percent_cover",0,5,0,0,0,0,0,0,"East Saginaw Bay Coastal Wetland #10","Huron","E. Tuttle","C. Erickson",1,0,301,330,90,85,"T1: Phragmites estimated for meadow, access made impossible by deep organic and thick emergent vegetation= no canoe; meadow and submergent widths based on google earth image (DAA); start point used was beginning of emergent; swift current, deep water & s",117,3843.71027602,10106.0546875,652.9290161,67407.796875,7197.7998047,784932.94341495,4858582.98315826,0,0,0
"2834",2833,760,3,"6/30/2013","CMU",2013,3,"Excellent",0,"Dry","Sand",0.5,15,60,17,30,"percent_cover",0,7,0,0,0,0,0,0,"East Saginaw Bay Coastal Wetland #10","Huron","E. Tuttle","C. Erickson",1,0,301,330,90,85,"T1: Phragmites estimated for meadow, access made impossible by deep organic and thick emergent vegetation= no canoe; meadow and submergent widths based on google earth image (DAA); start point used was beginning of emergent; swift current, deep water & s",117,3883.28980407,10804.5800781,561.6300049,70125.3984375,6588.5600586,784891.661666192,4858598.79495077,0,0,0
"2835",2834,760,3,"6/30/2013","CMU",2013,4,"Excellent",0,"Dry","Sand",0.5,35,25,10,25,"percent_cover",0,5,0,0,0,0,0,0,"East Saginaw Bay Coastal Wetland #10","Huron","E. Tuttle","C. Erickson",1,0,301,330,90,85,"T1: Phragmites estimated for meadow, access made impossible by deep organic and thick emergent vegetation= no canoe; meadow and submergent widths based on google earth image (DAA); start point used was beginning of emergent; swift current, deep water & s",117,3914.870518,10804.5800781,561.6300049,70125.3984375,6588.5600586,784859.822539125,4858612.34111968,0,0,0
"2836",2835,760,3,"6/30/2013","CMU",2013,5,"Excellent",0,"Dry","Sand",0,15,60,12,10,"percent_cover",0,1,2,0,0,0,0,0,"East Saginaw Bay Coastal Wetland #10","Huron","E. Tuttle","C. Erickson",1,0,301,330,90,85,"T1: Phragmites estimated for meadow, access made impossible by deep organic and thick emergent vegetation= no canoe; meadow and submergent widths based on google earth image (DAA); start point used was beginning of emergent; swift current, deep water & s",117,3951.13733414,10804.5800781,561.6300049,70125.3984375,6588.5600586,784824.236337622,4858628.7313004,0,0,0
"2837",2836,760,3,"6/30/2013","CMU",2013,6,"Excellent",8,"V","Sand",15,0,75,60,100,"percent_cover",0,75,0,0,0,0,0,0,"East Saginaw Bay Coastal Wetland #10","Huron","E. Tuttle","C. Erickson",1,0,301,330,90,85,"T1: Phragmites estimated for meadow, access made impossible by deep organic and thick emergent vegetation= no canoe; meadow and submergent widths based on google earth image (DAA); start point used was beginning of emergent; swift current, deep water & s",117,3981.6191373,10804.5800781,561.6300049,70125.3984375,6588.5600586,784793.859254169,4858642.00659801,0,0,0
"2838",2837,760,3,"6/30/2013","CMU",2013,7,"Excellent",7,"V","Sand",0.5,20,40,10,10,"percent_cover",0,25,0,0,0,0,0,0,"East Saginaw Bay Coastal Wetland #10","Huron","E. Tuttle","C. Erickson",1,0,301,330,90,85,"T1: Phragmites estimated for meadow, access made impossible by deep organic and thick emergent vegetation= no canoe; meadow and submergent widths based on google earth image (DAA); start point used was beginning of emergent; swift current, deep water & s",117,3999.32346332,10804.5800781,561.6300049,70125.3984375,6588.5600586,784772.803397145,4858646.44548322,0,0,0
